Brand,Category,Date,Source,Title,Link,Snippet
CaixaBank,Phishing News,2026-01-28T09:52:00+00:00,Diari de Tarragona,CaixaBank alerta de un nueva estafa que llega al móvil de los usuarios,https://www.diaridetarragona.com/espana/250815/caixabank-alerta-nueva-estafa.html,La entidad bancaria advierte a sus clientes de un intento de timo en el que piden que instalen una aplicación posiblemente maliciosa
