Brand,Category,Date,Source,Title,Link,Snippet
BBVA,Phishing News,2021-11-29T21:09:58+00:00,Europa Press,Esto es lo que se sabe del último bulo sobre BBVA que intenta robar credenciales bancarias 'online',https://www.europapress.es/verificaciones/noticia-esto-sabe-ultimo-bulo-bbva-intenta-robar-credenciales-bancarias-online-20211129200700.html,Esta campaña de 'smshing' redirige al usuario a una web que suplanta a la del BBVA. El INCIBE subraya que el objetivo detrás de ella es que el usuario de a los criminales sus credenciales bancarias 'online'. El propio BBVA ha avisado a sus clientes de ...
