Brand,Category,Date,Source,Title,Link,Snippet
Tous,Counterfeit News,2026-06-17T11:23:00+00:00,El Periódico,Golpe a las falsificaciones: la policía incauta en España más de 66.000 réplicas de camisetas de selecciones de fútbol del Mundial,https://www.elperiodico.com/es/sociedad/20260617/golpe-falsificaciones-policia-incauta-espana-66-mil-camisetas-falsas-replicas-mundial-futbol-131505390,La Policía Nacional ha intervenido más de 66.000 camisetas y conjuntos de selecciones nacionales de fútbol falsificados en varios puntos de España. La carga tiene un peso conjunto superior a las 16 to
